82041 silly lifecycle static-extend@0.1.2~preinstall: no script for preinstall, continuing
86440 info linkStuff snapdragon-util@3.0.1
86441 silly linkStuff snapdragon-util@3.0.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86442 verbose linkBins snapdragon-util@3.0.1
86443 verbose linkMans snapdragon-util@3.0.1
86444 silly build snapdragon-node@2.1.1
86445 info linkStuff snapdragon-node@2.1.1
86446 silly linkStuff snapdragon-node@2.1.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86447 verbose linkBins snapdragon-node@2.1.1
86448 verbose linkMans snapdragon-node@2.1.1
86449 silly build atob@2.0.3
86450 info linkStuff atob@2.0.3
86451 silly linkStuff atob@2.0.3 has /var/www/html/testomizer/node_modules/snapdragon/node_modules as its parent node_modules
86452 verbose linkBins atob@2.0.3
86453 verbose link bins [ { atob: 'bin/atob.js' },
86453 verbose link bins   '/var/www/html/testomizer/node_modules/snapdragon/node_modules/.bin',
86453 verbose link bins   false ]
86454 verbose linkMans atob@2.0.3
86455 silly gentlyRm /var/www/html/testomizer/node_modules/snapdragon/node_modules/.bin/atob is being purged
86456 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/snapdragon/node_modules/.bin/atob
86457 silly build kind-of@3.2.2
86458 info linkStuff kind-of@3.2.2
86459 silly linkStuff kind-of@3.2.2 has /var/www/html/testomizer/node_modules/snapdragon/node_modules/is-accessor-descriptor/node_modules as its parent node_modules
86460 verbose linkBins kind-of@3.2.2
86461 verbose linkMans kind-of@3.2.2
86462 silly build is-accessor-descriptor@0.1.6
86463 info linkStuff is-accessor-descriptor@0.1.6
86464 silly linkStuff is-accessor-descriptor@0.1.6 has /var/www/html/testomizer/node_modules/snapdragon/node_modules as its parent node_modules
86465 verbose linkBins is-accessor-descriptor@0.1.6
86466 verbose linkMans is-accessor-descriptor@0.1.6
86467 silly build kind-of@3.2.2
86468 info linkStuff kind-of@3.2.2
86469 silly linkStuff kind-of@3.2.2 has /var/www/html/testomizer/node_modules/snapdragon/node_modules/is-data-descriptor/node_modules as its parent node_modules
86470 verbose linkBins kind-of@3.2.2
86471 verbose linkMans kind-of@3.2.2
86472 silly build is-data-descriptor@0.1.4
86473 info linkStuff is-data-descriptor@0.1.4
86474 silly linkStuff is-data-descriptor@0.1.4 has /var/www/html/testomizer/node_modules/snapdragon/node_modules as its parent node_modules
86475 verbose linkBins is-data-descriptor@0.1.4
86476 verbose linkMans is-data-descriptor@0.1.4
86477 silly build kind-of@5.1.0
86478 info linkStuff kind-of@5.1.0
86479 silly linkStuff kind-of@5.1.0 has /var/www/html/testomizer/node_modules/snapdragon/node_modules as its parent node_modules
86480 verbose linkBins kind-of@5.1.0
86481 verbose linkMans kind-of@5.1.0
86482 silly build is-descriptor@0.1.6
86483 info linkStuff is-descriptor@0.1.6
86484 silly linkStuff is-descriptor@0.1.6 has /var/www/html/testomizer/node_modules/snapdragon/node_modules as its parent node_modules
86485 verbose linkBins is-descriptor@0.1.6
86486 verbose linkMans is-descriptor@0.1.6
86487 silly build define-property@0.2.5
86488 info linkStuff define-property@0.2.5
86489 silly linkStuff define-property@0.2.5 has /var/www/html/testomizer/node_modules/snapdragon/node_modules as its parent node_modules
86490 verbose linkBins define-property@0.2.5
86491 verbose linkMans define-property@0.2.5
86492 silly build source-map-url@0.4.0
86493 info linkStuff source-map-url@0.4.0
86494 silly linkStuff source-map-url@0.4.0 has /var/www/html/testomizer/node_modules/snapdragon/node_modules as its parent node_modules
86495 verbose linkBins source-map-url@0.4.0
86496 verbose linkMans source-map-url@0.4.0
86497 silly build sntp@1.0.9
86498 info linkStuff sntp@1.0.9
86499 silly linkStuff sntp@1.0.9 has /var/www/html/testomizer/node_modules as its parent node_modules
86500 verbose linkBins sntp@1.0.9
86501 verbose linkMans sntp@1.0.9
86502 silly build hawk@3.1.3
86503 info linkStuff hawk@3.1.3
86504 silly linkStuff hawk@3.1.3 has /var/www/html/testomizer/node_modules as its parent node_modules
86505 verbose linkBins hawk@3.1.3
86506 verbose linkMans hawk@3.1.3
86507 silly build sort-keys@1.1.2
86508 info linkStuff sort-keys@1.1.2
86509 silly linkStuff sort-keys@1.1.2 has /var/www/html/testomizer/node_modules as its parent node_modules
86510 verbose linkBins sort-keys@1.1.2
86511 verbose linkMans sort-keys@1.1.2
86512 silly build source-list-map@0.1.8
86513 info linkStuff source-list-map@0.1.8
86514 silly linkStuff source-list-map@0.1.8 has /var/www/html/testomizer/node_modules as its parent node_modules
86515 verbose linkBins source-list-map@0.1.8
86516 verbose linkMans source-list-map@0.1.8
86517 silly build source-map@0.5.7
86518 info linkStuff source-map@0.5.7
86519 silly linkStuff source-map@0.5.7 has /var/www/html/testomizer/node_modules as its parent node_modules
86520 verbose linkBins source-map@0.5.7
86521 verbose linkMans source-map@0.5.7
86522 silly build source-map-support@0.4.18
86523 info linkStuff source-map-support@0.4.18
86524 silly linkStuff source-map-support@0.4.18 has /var/www/html/testomizer/node_modules as its parent node_modules
86525 verbose linkBins source-map-support@0.4.18
86526 verbose linkMans source-map-support@0.4.18
86527 silly build source-map-url@0.3.0
86528 info linkStuff source-map-url@0.3.0
86529 silly linkStuff source-map-url@0.3.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86530 verbose linkBins source-map-url@0.3.0
86531 verbose linkMans source-map-url@0.3.0
86532 silly build spdx-expression-parse@1.0.4
86533 info linkStuff spdx-expression-parse@1.0.4
86534 silly linkStuff spdx-expression-parse@1.0.4 has /var/www/html/testomizer/node_modules as its parent node_modules
86535 verbose linkBins spdx-expression-parse@1.0.4
86536 verbose linkMans spdx-expression-parse@1.0.4
86537 silly build spdx-license-ids@1.2.2
86538 info linkStuff spdx-license-ids@1.2.2
86539 silly linkStuff spdx-license-ids@1.2.2 has /var/www/html/testomizer/node_modules as its parent node_modules
86540 verbose linkBins spdx-license-ids@1.2.2
86541 verbose linkMans spdx-license-ids@1.2.2
86542 silly build spdx-correct@1.0.2
86543 info linkStuff spdx-correct@1.0.2
86544 silly linkStuff spdx-correct@1.0.2 has /var/www/html/testomizer/node_modules as its parent node_modules
86545 verbose linkBins spdx-correct@1.0.2
86546 verbose linkMans spdx-correct@1.0.2
86547 silly build is-extendable@1.0.1
86548 info linkStuff is-extendable@1.0.1
86549 silly linkStuff is-extendable@1.0.1 has /var/www/html/testomizer/node_modules/split-string/node_modules as its parent node_modules
86550 verbose linkBins is-extendable@1.0.1
86551 verbose linkMans is-extendable@1.0.1
86552 silly build extend-shallow@3.0.2
86553 info linkStuff extend-shallow@3.0.2
86554 silly linkStuff extend-shallow@3.0.2 has /var/www/html/testomizer/node_modules/split-string/node_modules as its parent node_modules
86555 verbose linkBins extend-shallow@3.0.2
86556 verbose linkMans extend-shallow@3.0.2
86557 silly build split-string@3.1.0
86558 info linkStuff split-string@3.1.0
86559 silly linkStuff split-string@3.1.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86560 verbose linkBins split-string@3.1.0
86561 verbose linkMans split-string@3.1.0
86562 silly build set-value@2.0.0
86563 info linkStuff set-value@2.0.0
86564 silly linkStuff set-value@2.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86565 verbose linkBins set-value@2.0.0
86566 verbose linkMans set-value@2.0.0
86567 silly build sprintf-js@1.0.3
86568 info linkStuff sprintf-js@1.0.3
86569 silly linkStuff sprintf-js@1.0.3 has /var/www/html/testomizer/node_modules as its parent node_modules
86570 verbose linkBins sprintf-js@1.0.3
86571 verbose linkMans sprintf-js@1.0.3
86572 silly build argparse@1.0.9
86573 info linkStuff argparse@1.0.9
86574 silly linkStuff argparse@1.0.9 has /var/www/html/testomizer/node_modules as its parent node_modules
86575 verbose linkBins argparse@1.0.9
86576 verbose linkMans argparse@1.0.9
86577 silly build js-yaml@3.7.0
86578 info linkStuff js-yaml@3.7.0
86579 silly linkStuff js-yaml@3.7.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86580 verbose linkBins js-yaml@3.7.0
86581 verbose link bins [ { 'js-yaml': 'bin/js-yaml.js' },
86581 verbose link bins   '/var/www/html/testomizer/node_modules/.bin',
86581 verbose link bins   false ]
86582 verbose linkMans js-yaml@3.7.0
86583 silly gentlyRm /var/www/html/testomizer/node_modules/.bin/js-yaml is being purged
86584 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/.bin/js-yaml
86585 silly build cosmiconfig@2.2.2
86586 info linkStuff cosmiconfig@2.2.2
86587 silly linkStuff cosmiconfig@2.2.2 has /var/www/html/testomizer/node_modules as its parent node_modules
86588 verbose linkBins cosmiconfig@2.2.2
86589 verbose linkMans cosmiconfig@2.2.2
86590 silly build postcss-load-plugins@2.3.0
86591 info linkStuff postcss-load-plugins@2.3.0
86592 silly linkStuff postcss-load-plugins@2.3.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86593 verbose linkBins postcss-load-plugins@2.3.0
86594 verbose linkMans postcss-load-plugins@2.3.0
86595 silly build postcss-load-options@1.2.0
86596 info linkStuff postcss-load-options@1.2.0
86597 silly linkStuff postcss-load-options@1.2.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86598 verbose linkBins postcss-load-options@1.2.0
86599 verbose linkMans postcss-load-options@1.2.0
86600 silly build postcss-load-config@1.2.0
86601 info linkStuff postcss-load-config@1.2.0
86602 silly linkStuff postcss-load-config@1.2.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86603 verbose linkBins postcss-load-config@1.2.0
86604 verbose linkMans postcss-load-config@1.2.0
86605 silly build assert-plus@1.0.0
86606 info linkStuff assert-plus@1.0.0
86607 silly linkStuff assert-plus@1.0.0 has /var/www/html/testomizer/node_modules/sshpk/node_modules as its parent node_modules
86608 verbose linkBins assert-plus@1.0.0
86609 verbose linkMans assert-plus@1.0.0
86610 silly build ssri@5.2.1
86611 info linkStuff ssri@5.2.1
86612 silly linkStuff ssri@5.2.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86613 verbose linkBins ssri@5.2.1
86614 verbose linkMans ssri@5.2.1
86615 silly build stackframe@1.0.4
86616 info linkStuff stackframe@1.0.4
86617 silly linkStuff stackframe@1.0.4 has /var/www/html/testomizer/node_modules as its parent node_modules
86618 verbose linkBins stackframe@1.0.4
86619 verbose linkMans stackframe@1.0.4
86620 silly build error-stack-parser@2.0.1
86621 info linkStuff error-stack-parser@2.0.1
86622 silly linkStuff error-stack-parser@2.0.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86623 verbose linkBins error-stack-parser@2.0.1
86624 verbose linkMans error-stack-parser@2.0.1
86625 silly build kind-of@3.2.2
86626 info linkStuff kind-of@3.2.2
86627 silly linkStuff kind-of@3.2.2 has /var/www/html/testomizer/node_modules/static-extend/node_modules/is-accessor-descriptor/node_modules as its parent node_modules
86628 verbose linkBins kind-of@3.2.2
86629 verbose linkMans kind-of@3.2.2
86630 silly build is-accessor-descriptor@0.1.6
86631 info linkStuff is-accessor-descriptor@0.1.6
86632 silly linkStuff is-accessor-descriptor@0.1.6 has /var/www/html/testomizer/node_modules/static-extend/node_modules as its parent node_modules
86633 verbose linkBins is-accessor-descriptor@0.1.6
86634 verbose linkMans is-accessor-descriptor@0.1.6
86635 silly build kind-of@3.2.2
86636 info linkStuff kind-of@3.2.2
86637 silly linkStuff kind-of@3.2.2 has /var/www/html/testomizer/node_modules/static-extend/node_modules/is-data-descriptor/node_modules as its parent node_modules
86638 verbose linkBins kind-of@3.2.2
86639 verbose linkMans kind-of@3.2.2
86640 silly build is-data-descriptor@0.1.4
86641 info linkStuff is-data-descriptor@0.1.4
86642 silly linkStuff is-data-descriptor@0.1.4 has /var/www/html/testomizer/node_modules/static-extend/node_modules as its parent node_modules
86643 verbose linkBins is-data-descriptor@0.1.4
86644 verbose linkMans is-data-descriptor@0.1.4
86645 silly build kind-of@5.1.0
86646 info linkStuff kind-of@5.1.0
86647 silly linkStuff kind-of@5.1.0 has /var/www/html/testomizer/node_modules/static-extend/node_modules as its parent node_modules
86648 verbose linkBins kind-of@5.1.0
86649 verbose linkMans kind-of@5.1.0
86650 silly build is-descriptor@0.1.6
86651 info linkStuff is-descriptor@0.1.6
86652 silly linkStuff is-descriptor@0.1.6 has /var/www/html/testomizer/node_modules/static-extend/node_modules as its parent node_modules
86653 verbose linkBins is-descriptor@0.1.6
86654 verbose linkMans is-descriptor@0.1.6
86655 silly build define-property@0.2.5
86656 info linkStuff define-property@0.2.5
86657 silly linkStuff define-property@0.2.5 has /var/www/html/testomizer/node_modules/static-extend/node_modules as its parent node_modules
86658 verbose linkBins define-property@0.2.5
86659 verbose linkMans define-property@0.2.5
86660 silly build static-extend@0.1.2
86661 info linkStuff static-extend@0.1.2
86662 silly linkStuff static-extend@0.1.2 has /var/www/html/testomizer/node_modules as its parent node_modules
86663 verbose linkBins static-extend@0.1.2
86664 verbose linkMans static-extend@0.1.2
86665 silly build class-utils@0.3.6
86666 info linkStuff class-utils@0.3.6
86667 silly linkStuff class-utils@0.3.6 has /var/www/html/testomizer/node_modules as its parent node_modules
86668 verbose linkBins class-utils@0.3.6
86669 verbose linkMans class-utils@0.3.6
86670 silly build statuses@1.3.1
86671 info linkStuff statuses@1.3.1
86672 silly linkStuff statuses@1.3.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86673 verbose linkBins statuses@1.3.1
86674 verbose linkMans statuses@1.3.1
86675 silly build http-errors@1.6.2
86676 info linkStuff http-errors@1.6.2
86677 silly linkStuff http-errors@1.6.2 has /var/www/html/testomizer/node_modules as its parent node_modules
86678 verbose linkBins http-errors@1.6.2
86679 verbose linkMans http-errors@1.6.2
86680 silly build serve-index@1.9.1
86681 info linkStuff serve-index@1.9.1
86682 silly linkStuff serve-index@1.9.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86683 verbose linkBins serve-index@1.9.1
86684 verbose linkMans serve-index@1.9.1
86685 silly build send@0.16.1
86686 info linkStuff send@0.16.1
86687 silly linkStuff send@0.16.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86688 verbose linkBins send@0.16.1
86689 verbose linkMans send@0.16.1
86690 silly build serve-static@1.13.1
86691 info linkStuff serve-static@1.13.1
86692 silly linkStuff serve-static@1.13.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86693 verbose linkBins serve-static@1.13.1
86694 verbose linkMans serve-static@1.13.1
86695 silly build stream-shift@1.0.0
86696 info linkStuff stream-shift@1.0.0
86697 silly linkStuff stream-shift@1.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86698 verbose linkBins stream-shift@1.0.0
86699 verbose linkMans stream-shift@1.0.0
86700 silly build strict-uri-encode@1.1.0
86701 info linkStuff strict-uri-encode@1.1.0
86702 silly linkStuff strict-uri-encode@1.1.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86703 verbose linkBins strict-uri-encode@1.1.0
86704 verbose linkMans strict-uri-encode@1.1.0
86705 silly build query-string@4.3.4
86706 info linkStuff query-string@4.3.4
86707 silly linkStuff query-string@4.3.4 has /var/www/html/testomizer/node_modules as its parent node_modules
86708 verbose linkBins query-string@4.3.4
86709 verbose linkMans query-string@4.3.4
